Date,AAPL,AMZN,GOOG,META,MSFT,NVDA,SPY
2012-05-21,0.05662628595469974,0.01972471508586604,0.02257798432377063,-0.11637799524714466,0.01626595064137897,0.01723438462772497,0.017042210853370165
2012-05-22,-0.007708864337947223,-0.012827781408528062,-0.021911893815401567,-0.0932553358393083,0.00033623923907748535,-0.012279509221607473,0.0017411615073379685
2012-05-23,0.02410767965369776,0.009015094812242259,0.01431117030362156,0.03174867318195715,-0.022083697665773946,0.024410790990094734,0.0005293015997195229
2012-05-24,-0.009227023700324386,-0.009433181446076506,-0.009562244118911998,0.031680265276514546,-0.0013751259465100809,-0.02688521352852536,0.0019639149237090955
2012-05-25,-0.00537412895168074,-0.010978112817300979,-0.020298589638152512,-0.034496699745368634,-0.0003438913911633743,0.023664763353805268,-0.0032496697180149775
2012-05-29,0.017592835196736642,0.008698999025762448,0.004739041683853413,-0.10115611576574415,0.017059114674986952,0.025478820205538703,0.012039178145950853
2012-05-30,0.011985646546575352,-0.026040437232411215,-0.010333564336652773,-0.022796019014629385,-0.00747016286125546,-0.011862134750341473,-0.014616541025181463
2012-05-31,-0.0024893651423542624,0.01743541700988411,-0.012608168984627929,0.04880707799251081,-0.005125506915797896,-0.011199957644424288,-0.002203288080869373
2012-06-01,-0.029403660895996615,-0.022274321175586566,-0.01715562542333051,-0.06562021655224229,-0.025677859906397243,-0.03687444179305692,-0.025499326458685703
2012-06-04,0.005865412859156468,0.030040822361707704,0.013240006453405782,-0.030027924646950952,0.0035085234211804303,-0.021089055202766785,-0.00046823298908622055
2012-06-05,-0.002590876116118868,-0.006358504161970081,-0.01423877312555748,-0.0390421999900321,-0.0014022859934261524,0.0285733302935918,0.007543532290632524
2012-06-06,0.015216839725241986,0.02056476338389401,0.017654961935366573,0.0356908989503467,0.029037903037295098,0.026166703218830984,0.022219969804487545
2012-06-07,0.00045429488120074876,0.005315713378321493,-0.004038581958808535,-0.018825805618700016,-0.004096886076563997,-0.04119190912688764,0.0006057162728481526
2012-06-08,0.014930869236140792,-0.0014635745815747311,0.003831912347205396,0.029584513999180658,0.014266791401362807,0.019158725811964927,0.007920009500305261
2012-06-11,-0.015892613248894204,-0.009103927787366845,-0.02080248180545983,-0.003326527120696645,-0.025620528225388243,0.011485006741110795,-0.012778331406880663
2012-06-12,0.008698119042338729,-0.0003695565134847098,-0.005998497604349783,0.01433593763529328,0.01340456461585506,0.020186522059739243,0.011425241888305859
2012-06-13,-0.006966423730873824,-0.007839568227068319,-0.007121427549003809,-0.004755846925927069,-0.0054780012330990085,-0.026732856642455213,-0.006415291244658996
2012-06-14,-0.0011018430290289669,-0.001304808349879421,-0.0036422981694774325,0.0367211899475337,0.007183285874979121,-0.01239174320924469,0.010544713447147715
2012-06-15,0.004538557093050958,0.01802264126995657,0.009719118068706985,0.05902226264072947,0.022912138968513178,0.02138215844463288,0.01017567128053584
2012-06-18,0.020088933495571098,0.01954673987781918,0.0111684290311827,0.0455956911070698,-0.0060140518339518115,0.00891083159376715,0.0019359923187041925
2012-06-19,0.0027790880435457806,0.006133988129961175,0.018536112745906195,0.0157930833622583,0.02841280561136514,0.06554607219599455,0.009626411422026363
2012-06-20,-0.0028476392464401577,-0.004518510420216664,-0.006936883444811975,-0.009762289323623604,0.007463933847251538,0.015736626724118692,-0.001622664636751849
2012-06-21,-0.013872989583721844,-0.011046386738313511,-0.021528433607354163,0.007566265391364712,-0.025873160789363563,-0.04641380402179016,-0.022694473273006655
2012-06-22,0.007639307733511725,0.007182756289290478,0.011032174591006005,0.03729813486462578,0.01840922694211214,0.01238392865461339,0.007672071098627343
2012-06-25,-0.01965526286315017,-0.00945214896603832,-0.019043590843073797,-0.030412291169581517,-0.027408028879888822,-0.0320464974102091,-0.01616444575629895
2012-06-26,0.0022046238628826006,0.024862205230015172,0.00707338582866263,0.03192404371938214,0.005009275102475551,0.011058513000326581,0.005013179098182031
2012-06-27,0.004308571743529891,4.4298945523270575e-05,0.008148187941281818,-0.026635594537469887,0.004984068712777027,0.03169968917351668,0.008976070695010462
2012-06-28,-0.009531841593707353,-0.019287723343762983,-0.008803816532607072,-0.027364569924541646,-0.008655022864088122,0.007581543879423822,-0.002857512703579642
2012-06-29,0.02593258813436881,0.031315042531347925,0.02754506411777848,-0.008325307119411542,0.022480367519158002,0.042874190379942466,0.02462090126367498
2012-07-02,0.014483874827022188,0.004238873901907135,0.0006893608564037047,-0.010667626664727429,-0.0009812724504047856,-0.027137563655823583,0.0030079867927598086
2012-07-03,0.01156110341651529,0.0009153279146398562,0.012599732637509284,0.01387791810676901,0.006523181360045826,0.02568931730046117,0.006571417222794968
2012-07-05,0.017414582984911973,-0.01081942917065013,0.013668669666062071,0.00861653047473725,-0.0019525685000744912,-0.010196595388923221,-0.004522374693242882
2012-07-06,-0.006678426079829262,-0.00889170973577669,-0.016820790608606116,0.008227947604466948,-0.016751517479544172,-0.019216735782341496,-0.009549124857316155
2012-07-09,0.013133512937986043,0.0,5.111799900406565e-05,0.013771731823039517,-0.006313760922015369,-0.01352434988577266,-0.00125533453441915
2012-07-10,-0.009295274617170798,-0.024970295174678594,-0.007381930824365919,-0.02199967942750642,-0.008704362054064491,-0.030724409934398695,-0.00875809945716492
2012-07-11,-0.0062342333979616815,-0.00516140036632022,-0.018233019892807168,-0.016015674017327224,-0.014905345546878838,-0.016516481346346625,0.00014878459588397964
2012-07-12,-0.009191362210181972,-0.013879853042742954,-0.0012438130489436869,-0.00517959509177282,-0.023132482630620777,-0.01679344388279187,-0.004856801927602773
2012-07-13,0.010083929954464934,0.013971473552403066,0.010531814979155287,-0.0029254997655208804,0.026199284020540968,0.012820657708335905,0.016638457176836596
2012-07-16,0.0032018478437283423,-0.010957792278126079,-0.002778835722534368,-0.08382047106201154,0.0017003028197482878,0.00317980013939852,-0.002359826518688305
2012-07-17,4.9201759046129985e-05,0.004250062293107569,0.0031432117583518136,-0.005679790278472597,0.007444555688605014,-0.018422514856648118,0.0068433381862986475
2012-07-18,-0.0011206205758801226,0.0024861406212323455,0.006963359238044145,0.03566811926819904,0.026286978912191127,0.054279511710457404,0.007379657852956439
2012-07-19,0.013206836340734399,0.0392260564759654,0.020958001331465477,-0.0037859267487576212,0.007198748723062325,0.009904931942245739,0.0026170462151104434
2012-07-20,-0.016445240388874453,0.009329816752958875,0.029506635786665143,-0.008310258503287862,-0.018095418739792795,-0.029232757097111123,-0.009190243058511488
2012-07-23,-0.0007781233925332199,-0.010037532627288724,0.007648881322908307,-0.00034788072230623203,-0.02828471383858199,0.013183225902522265,-0.010163374464022016
2012-07-24,-0.004830567530527374,-0.013228072771154675,-0.012983692110519128,-0.010489457548533086,-0.0044499409094700265,-0.010843960550877538,-0.008624107712069751
2012-07-25,-0.04414406636184815,-0.0272234276527592,0.0006908885575776345,0.030803518540572308,-0.011038070093368353,0.019283296357506845,0.00022413066277618163
2012-07-26,-0.0001562628990521854,0.013545236666434167,0.00879370380720834,-0.08868593510828994,0.011381311328379417,0.004573241468844982,0.01636286170569551
2012-07-27,0.017723786476661875,0.07573648128158633,0.0346099391931096,-0.12436899591949754,0.02036730116559925,0.02478476580942895,0.018265016834858327
2012-07-30,0.01672664045774311,-0.005196399587768268,-0.004197994456450511,-0.023902092326766038,-0.00404073299366616,-0.01118959547606287,0.0
2012-07-31,0.02609221177605607,-0.011887880833637897,0.0010589327768360337,-0.06422175806344017,-0.005751842253684006,0.01563091675497307,-0.007019211784386347
2012-08-01,-0.0064882727297784085,-0.005199964061006558,-0.00045812182552783085,-0.038981244060190816,-0.002037799613428331,-0.011140120259051084,-0.0008721817721247022
2012-08-02,0.0016135533161891619,-0.0055303775495049255,-0.006231149193095269,-0.041061485697782805,-0.007508895244735427,0.003727469795304259,-0.006928229366135813
2012-08-03,0.01293040681559369,0.01786300123416637,0.019810506880899952,0.051068739646392934,0.019003030866436333,0.020619190465044988,0.019639165869773753
2012-08-06,0.011063559573314466,-0.004179448805791488,0.0023205354895577237,0.03860048970053058,0.006700193108360328,0.020917072800832857,0.0019357452120385994
2012-08-07,-0.002637571874086695,0.01092349477443641,-0.00355312128330465,-0.056300053809262215,0.010297226044891805,0.009943030719072727,0.005000731165414789
2012-08-08,-0.0016922782545020318,-0.009258163237520094,0.0026349896687136044,0.0,0.002310692993529036,0.005637591653843281,0.0012106308596658364
2012-08-09,0.005686698288398933,-0.0013662194980755093,0.00018673064261179214,0.01389901076635505,0.005589441458055889,0.03317513822599188,0.000853980043426858
2012-08-10,0.0015620103754383009,-0.005612598846381218,-0.0005450437936440587,0.03737025051337396,-0.002626475859326283,-0.0061371220663858994,0.0016344055457755767
2012-08-13,0.013262039729768383,-0.0013327948802829938,0.027666952006552715,-0.00967537495079024,-0.0009868379543648967,0.012912310325214615,-0.0004969215868816592
2012-08-14,0.0026788043118933925,0.003221477492622297,0.013020353697091735,-0.058139339871862275,-0.0019892590400369674,-0.014966564672809301,0.00014177765840161794
2012-08-15,-0.0013622728940099786,0.01797716666783767,-0.001676183781499643,0.03944729397208369,0.002320707210683454,-0.0075678590782136375,0.0011358252491427056
2012-08-16,0.00869637250834126,0.0172457703793794,0.007952781746228326,-0.06479026870751581,0.019022935161933766,0.02050663876445103,0.007351855414408488
2012-08-17,0.018327268133771505,-0.0015744163765352042,0.006326040402054119,-0.04214390969595635,0.0038911846512105167,-0.008834482302346196,0.001337063023255411
2012-08-20,0.02595231677234594,-0.0034059150591216367,-0.0023657660046032375,0.04916511358455623,-0.005191075479474934,0.0,7.00865677956026e-05
2012-08-21,-0.01376018919400813,-0.0037515739476454498,-0.00896625871747585,-0.043407444033215344,0.0019498996081164976,-0.002734147726542138,-0.003028510592500793
2012-08-22,0.019337316667697432,0.015128245309684579,0.011390778412846686,0.014508058824664707,-0.008477474414994766,0.002051266905405859,0.0004231196472180561
2012-08-23,-0.009372937643645171,-0.00784635970632075,-0.0005610336651178899,0.0,-0.00921065951829066,-0.022798645933175425,-0.008212759550359031
2012-08-24,0.0008902822927771948,0.01864754257594954,0.0027001166794924612,-0.0015444193862800583,0.009865462542764878,0.020063073172889235,0.0060244050005185765
2012-08-27,0.018612614096638176,-0.007433731410718927,-0.01396320517280771,-0.013485769060236739,0.004244363546471703,-0.01727223003892115,0.00021185374972442883
2012-08-28,-0.0013032450205023194,0.008938282127785753,0.011927615903558227,0.009872952995464559,-0.0019566628492453516,-0.004189736848800928,-0.0009891714971883075
2012-08-29,-0.0019731814844918968,0.004095451347938841,0.015763023764014998,-0.012487296604328041,0.000652490907879788,0.0020974258313222922,0.0007773177474639338
2012-08-30,-0.014357210351998488,-0.0036486096038739193,-0.009243039185751988,-0.0005236698063238125,-0.010824618588656066,-0.01903489040720491,-0.007234326420201338
2012-08-31,0.002061696330930613,0.008291415422314046,0.004989764292207993,-0.055465066552526865,0.016355679571335355,-0.0014245213865317903,0.004757873863807613
2012-09-04,0.014520482505588118,-0.0015720877036050481,-0.005929234191163925,-0.018441423051349683,-0.014050204946586148,-0.054938994021631986,-0.0009211725406860201
2012-09-05,-0.007047303582127843,-0.006719327718709024,-0.00046983959675604134,0.046827685605399474,0.0,0.0030079538372818804,-0.000851161724886816
2012-09-06,0.008971388793497626,0.02074032323652157,0.027071621277533806,0.02024571988878609,0.03110099720530439,0.030316063138111443,0.02009354498382261
2012-09-07,0.006147597228810419,0.030402681204043523,0.009604950742511874,0.0010542409300034182,-0.012841309585019445,-0.024327745656856446,0.0038870968699764737
2012-09-10,-0.02635720043371891,-0.007942235225280392,-0.007647958448833954,-0.008997082828578005,-0.007459163774485961,-0.008996271318536761,-0.005697067796098318
2012-09-11,-0.0032491383695899146,-0.005538675557864947,-0.012319322280088238,0.03242961928929912,0.0022761096227006923,0.011976455618494372,0.0027834474745954403
2012-09-12,0.013830738253858426,-0.00015645257800968012,-0.0018941088948292233,0.07436535116377217,-0.0003250184990304539,0.011098710910756017,0.00332954144575993
2012-09-13,0.01950151212808954,0.01787321285117467,0.02170556446232446,-0.010567042186360582,0.005184965756889484,0.006600728719292191,0.015121581663267892
2012-09-14,0.012079452091260493,0.003950097711233409,0.005142273149947519,0.06042583742734144,0.008688443035485707,0.011628011625487393,0.0044240661511306565
2012-09-17,0.012220820500566963,-0.012594830975696919,0.00042286989158408096,-0.022059704129967654,0.0,-0.027840441578995987,-0.0034017230021544283
2012-09-18,0.0030392442522004016,0.002902789229258546,0.0116223556158799,0.01613322253803364,-0.0009615526778329023,0.006664170927011395,-0.000817961955098389
2012-09-19,0.0002705375359392769,0.011260010661330628,0.01275466273941558,0.06290816501774357,-0.004177752611146057,0.011738254565400227,0.0005458864592426708
2012-09-20,-0.004854831849548041,-0.0033302063524322037,0.0008518611338521034,-0.030516735955868464,0.012799758741895928,-0.007319924103049509,6.81902015020564e-05
2012-09-21,0.0019878492336430835,-0.012888950501210413,0.00802943283582185,0.01188129346021111,-0.008301232995198762,0.00439879955053755,-0.00041815734755943897
2012-09-24,-0.013373129987581061,-0.010424292654865762,0.0207509376329045,-0.09491657719781245,-0.013232629250093572,-0.0007317591340554455,-0.001509793766875559
2012-09-25,-0.025288333038738217,-0.009226073924005132,-0.0002936921653874326,-0.024836924784457606,-0.01275161496946915,-0.018471171754152537,-0.01069832393635547
2012-09-26,-0.012489273118129151,-0.01111282380537999,0.005723367322055576,0.016626362971438078,-0.007265599457895253,-0.017299965410101724,-0.00563735905718118
2012-09-27,0.023974202299480978,0.027339487719357573,0.004026471493400956,-0.014656022486269803,-0.00033098767489643695,0.007558130063376147,0.009377201814158813
2012-09-28,-0.02109230241771121,-0.008886210318986391,-0.0026471530309859115,0.06386173703431862,-0.01335161486651969,0.004508154774506014,-0.004643217141357337
2012-10-01,-0.011624588467501931,-0.009124507662843732,0.009602525686566707,0.015120558645257789,-0.00911386639343656,-0.01662919174867999,0.002636286812775805
2012-10-02,0.0029070734813417248,-0.005610756589733568,-0.006307766270021206,0.012652704429035364,0.0057482429635595566,0.0038039326155916995,0.0010393305077786704
2012-10-03,0.015216880127405885,0.021006837524020258,0.007252672828980671,-0.01995539224779089,0.006720516168239494,-0.00992014443408074,0.004074335515656875
2012-10-04,-0.006949076343840087,0.01762286671643012,0.0072522522873051855,0.005482031236297952,0.005676740087669289,0.04351766194053325,0.007142459392916479
2012-10-05,-0.021541562004106386,-0.007553353964325751,-0.0005209550987859158,-0.04853966982924854,-0.006011883020324326,-0.023775598524358992,6.828968038553643e-05
2012-10-08,-0.022344013586874583,0.002125328976229273,-0.012861637671942715,-0.02469252087289531,-0.0023475500893711688,-0.009821918982093432,-0.0034269300710042527
2012-10-09,-0.0036420498719926834,-0.0317661097680032,-0.018310115817113164,-0.008368376071074315,-0.01693261292774784,-0.02148989279947497,-0.009937297966410935
2012-10-10,0.007926530805399816,-0.0240761748279804,0.0006313755738743811,-0.029598430552076675,-0.010298559735200245,-0.017215061685684183,-0.00640017351950699
2012-10-11,-0.020189685776445636,-0.0031479211640868766,0.009251057091513611,0.005585187679178366,-0.0010359933283394626,0.005509681747081009,0.0005582531014608665
2012-10-12,0.0025597160004217985,-0.007645268047937509,-0.008996133714177216,-0.011713685509709424,0.008598564323926448,-0.008671372312314954,-0.003284091274203716
2012-10-15,0.007987863864197205,0.007481401650390766,-0.005074955719854532,0.0,0.010560483691316777,0.012588138281002212,0.008293728484193429
2012-10-16,0.023402096053886632,-0.0009833717357823988,0.005007866022249609,-0.0020513715372468635,-0.0006779481337286919,0.028518659606883788,0.010082282561060021
2012-10-17,-0.008003551962494904,0.014447942837810408,0.014384999760964813,0.020325906381555448,0.0033854760542003305,-0.007628007508139983,0.004524853372427066
2012-10-18,-0.018743844674243525,-0.010724396271677985,-0.08345447673926593,-0.04632844108412633,-0.003046565727646217,-0.015432016737954135,-0.0026027514043568283
2012-10-19,-0.036705090224452015,-0.02000687973390517,-0.019190365239437446,0.0010532316139393897,-0.02958579368575391,-0.06009020131739506,-0.01680494117682045
2012-10-22,0.038899382540901924,-0.0262584100664901,-0.004586596734673914,0.016701772713168646,-0.0225997358566993,-0.011628306714180792,0.0001391843305317021
2012-10-23,-0.03314405446734873,0.002264501232283743,0.002472284802537055,0.009273643810283826,0.0017838618725847287,0.029631783335423597,-0.013972879677171169
2012-10-24,0.005641577203966809,-0.02515252807092714,-0.0044929545876679884,0.1750300692735204,-0.005361758580216733,-0.013061487030556767,-0.002832910629098536
2012-10-25,-0.01188926696275996,-0.024679531949476516,0.0006790538777267544,-0.02926609094991139,-0.0007171693654255859,0.0008215269339635896,0.0029030675363394248
2012-10-26,-0.009130224945982507,0.06646558946960786,-0.0038585371224627843,-0.02786688576595184,0.011767009307090036,-0.010730698105577413,-0.0005653305019656244
2012-10-31,-0.014475260982927252,-0.022712323871886694,0.007598997379487992,-0.03856452267655776,0.01163023910957074,-0.005825769047550991,0.0
2012-11-01,0.0020473009407648906,-0.0032255519083767155,0.01065889121963767,0.004725839126088823,0.03376122716559142,0.046481813376722345,0.010416095715987964
2012-11-02,-0.03365044185718282,0.0012054365656819011,0.0004797172148420213,-0.0014154444125724745,-0.0006778799667414304,-0.004792200185426744,-0.00893178441298334
2012-11-05,0.013466163554655698,0.008184297641075332,-0.007236178473079144,0.0032995623984162837,0.004397263864697217,0.04155802530057443,0.0020467825384844103
2012-11-06,-0.003031986855021994,0.013689842602820388,-0.0018174821333830627,-0.003771701983347136,0.00773258494054772,-0.0007683051109498183,0.0077946429432959995
2012-11-07,-0.039013583211374624,-0.023424313025895514,-0.021648768331292048,-0.033624943660268726,-0.026469323790649563,-0.031228175515844316,-0.022924743418469964
2012-11-08,-0.036965542732979424,-0.020505224843047527,-0.02248084385517599,-0.023728046676236566,-0.009328226980672637,0.005535927994882095,-0.01209694748048792
2012-11-09,0.017164590291629176,-0.004584943400449864,0.01633082371746477,-0.03980132929886904,0.000694192234267738,-0.039410299412807784,0.0008690317284892318
2012-11-12,-0.00776217576988304,0.0007066938045409471,0.004319565405475994,0.04379522920465041,-0.02138579127085449,-0.02239789540153894,0.0007961056713159743
2012-11-13,0.0001285363596676323,0.0005738843386554067,-0.010340095040349108,-0.010518527863748196,-0.03268239910303627,-0.007579583596702313,-0.0034774748817282095
2012-11-14,-0.011149914471506069,-0.016238807364600615,-0.009911667889936112,0.11856612009522738,-0.009271766274414305,-0.024819047772671684,-0.013591013469166833
2012-11-15,-0.02119619433115566,-0.010596451885425068,-0.00813985559344792,-0.008533692361484846,-0.006728859388033995,0.004323513116743628,-0.0016936148720793189
2012-11-16,0.0039116216903836674,0.020771051544571227,-0.00012341972729899188,0.06081032538848965,-0.0052650408320993585,-0.018285086507505176,0.00492549304258254
